date,type,valueThousands,value
2021-05-01,service-providing,124932,124932000
2021-06-01,service-providing,125466,125466000
2021-07-01,service-providing,126073,126073000
2021-08-01,service-providing,126542,126542000
2021-09-01,service-providing,126912,126912000
2021-10-01,service-providing,127506,127506000
2021-11-01,service-providing,128054,128054000
2021-12-01,service-providing,128549,128549000
2022-01-01,service-providing,129021,129021000
2022-02-01,service-providing,129621,129621000
2022-03-01,service-providing,129934,129934000
2022-04-01,service-providing,130238,130238000
2022-05-01,service-providing,130563,130563000
2022-06-01,service-providing,130813,130813000
2022-07-01,service-providing,131287,131287000
2022-08-01,service-providing,131567,131567000
2022-09-01,service-providing,131786,131786000
