date,type,valueThousands,value
1975-11-01,goods-producing,21442,21442000
1975-12-01,goods-producing,21602,21602000
1976-01-01,goods-producing,21799,21799000
1976-02-01,goods-producing,21893,21893000
1976-03-01,goods-producing,21980,21980000
1976-04-01,goods-producing,22050,22050000
1976-05-01,goods-producing,21988,21988000
1976-06-01,goods-producing,21982,21982000
1976-07-01,goods-producing,21988,21988000
1976-08-01,goods-producing,22038,22038000
1976-09-01,goods-producing,22142,22142000
1976-10-01,goods-producing,22037,22037000
1976-11-01,goods-producing,22207,22207000
1976-12-01,goods-producing,22261,22261000
1977-01-01,goods-producing,22320,22320000
1977-02-01,goods-producing,22478,22478000
1977-03-01,goods-producing,22672,22672000
1977-04-01,goods-producing,22807,22807000
1977-05-01,goods-producing,22919,22919000
1977-06-01,goods-producing,23046,23046000
1977-07-01,goods-producing,23106,23106000
1977-08-01,goods-producing,23124,23124000
1977-09-01,goods-producing,23244,23244000
1977-10-01,goods-producing,23279,23279000
1977-11-01,goods-producing,23371,23371000
1977-12-01,goods-producing,23371,23371000
1978-01-01,goods-producing,23374,23374000
1978-02-01,goods-producing,23453,23453000
1978-03-01,goods-producing,23649,23649000
1978-04-01,goods-producing,24008,24008000
1978-05-01,goods-producing,24082,24082000
1978-06-01,goods-producing,24238,24238000
1978-07-01,goods-producing,24300,24300000
1978-08-01,goods-producing,24374,24374000
1978-09-01,goods-producing,24444,24444000
1978-10-01,goods-producing,24548,24548000
1978-11-01,goods-producing,24678,24678000
1978-12-01,goods-producing,24758,24758000
1979-01-01,goods-producing,24740,24740000
1979-02-01,goods-producing,24784,24784000
1979-03-01,goods-producing,24998,24998000
1979-04-01,goods-producing,24958,24958000
1979-05-01,goods-producing,25071,25071000
1979-06-01,goods-producing,25161,25161000
1979-07-01,goods-producing,25163,25163000
1979-08-01,goods-producing,25059,25059000
1979-09-01,goods-producing,25088,25088000
1979-10-01,goods-producing,25038,25038000
1979-11-01,goods-producing,24947,24947000
1979-12-01,goods-producing,24970,24970000
1980-01-01,goods-producing,24949,24949000
1980-02-01,goods-producing,24874,24874000
1980-03-01,goods-producing,24818,24818000
1980-04-01,goods-producing,24507,24507000
1980-05-01,goods-producing,24234,24234000
1980-06-01,goods-producing,23968,23968000
1980-07-01,goods-producing,23698,23698000
1980-08-01,goods-producing,23860,23860000
1980-09-01,goods-producing,23931,23931000
1980-10-01,goods-producing,24012,24012000
1980-11-01,goods-producing,24123,24123000
1980-12-01,goods-producing,24182,24182000
1981-01-01,goods-producing,24152,24152000
1981-02-01,goods-producing,24118,24118000
1981-03-01,goods-producing,24203,24203000
1981-04-01,goods-producing,24151,24151000
1981-05-01,goods-producing,24148,24148000
1981-06-01,goods-producing,24290,24290000
1981-07-01,goods-producing,24302,24302000
1981-08-01,goods-producing,24258,24258000
1981-09-01,goods-producing,24210,24210000
1981-10-01,goods-producing,24051,24051000
1981-11-01,goods-producing,23875,23875000
1981-12-01,goods-producing,23656,23656000
1982-01-01,goods-producing,23362,23362000
1982-02-01,goods-producing,23361,23361000
1982-03-01,goods-producing,23214,23214000
1982-04-01,goods-producing,22996,22996000
1982-05-01,goods-producing,22884,22884000
1982-06-01,goods-producing,22643,22643000
1982-07-01,goods-producing,22434,22434000
1982-08-01,goods-producing,22268,22268000
1982-09-01,goods-producing,22146,22146000
1982-10-01,goods-producing,21879,21879000
1982-11-01,goods-producing,21736,21736000
1982-12-01,goods-producing,21688,21688000
1983-01-01,goods-producing,21757,21757000
1983-02-01,goods-producing,21676,21676000
1983-03-01,goods-producing,21649,21649000
1983-04-01,goods-producing,21729,21729000
1983-05-01,goods-producing,21829,21829000
1983-06-01,goods-producing,21949,21949000
1983-07-01,goods-producing,22103,22103000
1983-08-01,goods-producing,22207,22207000
1983-09-01,goods-producing,22381,22381000
1983-10-01,goods-producing,22546,22546000
1983-11-01,goods-producing,22698,22698000
1983-12-01,goods-producing,22803,22803000
1984-01-01,goods-producing,22942,22942000
1984-02-01,goods-producing,23146,23146000
1984-03-01,goods-producing,23209,23209000
1984-04-01,goods-producing,23305,23305000
1984-05-01,goods-producing,23389,23389000
1984-06-01,goods-producing,23497,23497000
1984-07-01,goods-producing,23571,23571000
1984-08-01,goods-producing,23608,23608000
1984-09-01,goods-producing,23617,23617000
1984-10-01,goods-producing,23626,23626000
1984-11-01,goods-producing,23639,23639000
1984-12-01,goods-producing,23673,23673000
1985-01-01,goods-producing,23672,23672000
1985-02-01,goods-producing,23621,23621000
1985-03-01,goods-producing,23661,23661000
1985-04-01,goods-producing,23644,23644000
1985-05-01,goods-producing,23632,23632000
1985-06-01,goods-producing,23592,23592000
1985-07-01,goods-producing,23549,23549000
1985-08-01,goods-producing,23546,23546000
1985-09-01,goods-producing,23528,23528000
1985-10-01,goods-producing,23529,23529000
1985-11-01,goods-producing,23520,23520000
1985-12-01,goods-producing,23518,23518000
1986-01-01,goods-producing,23530,23530000
1986-02-01,goods-producing,23485,23485000
1986-03-01,goods-producing,23428,23428000
1986-04-01,goods-producing,23427,23427000
1986-05-01,goods-producing,23349,23349000
1986-06-01,goods-producing,23263,23263000
1986-07-01,goods-producing,23235,23235000
1986-08-01,goods-producing,23225,23225000
1986-09-01,goods-producing,23216,23216000
1986-10-01,goods-producing,23208,23208000
1986-11-01,goods-producing,23204,23204000
1986-12-01,goods-producing,23237,23237000
1987-01-01,goods-producing,23232,23232000
1987-02-01,goods-producing,23296,23296000
1987-03-01,goods-producing,23307,23307000
1987-04-01,goods-producing,23342,23342000
1987-05-01,goods-producing,23390,23390000
1987-06-01,goods-producing,23390,23390000
1987-07-01,goods-producing,23455,23455000
1987-08-01,goods-producing,23506,23506000
1987-09-01,goods-producing,23566,23566000
1987-10-01,goods-producing,23655,23655000
1987-11-01,goods-producing,23711,23711000
1987-12-01,goods-producing,23772,23772000
1988-01-01,goods-producing,23668,23668000
1988-02-01,goods-producing,23769,23769000
1988-03-01,goods-producing,23824,23824000
1988-04-01,goods-producing,23880,23880000
1988-05-01,goods-producing,23896,23896000
1988-06-01,goods-producing,23951,23951000
1988-07-01,goods-producing,23966,23966000
1988-08-01,goods-producing,23926,23926000
1988-09-01,goods-producing,23942,23942000
1988-10-01,goods-producing,23987,23987000
1988-11-01,goods-producing,24030,24030000
1988-12-01,goods-producing,24054,24054000
1989-01-01,goods-producing,24097,24097000
1989-02-01,goods-producing,24080,24080000
1989-03-01,goods-producing,24069,24069000
1989-04-01,goods-producing,24100,24100000
1989-05-01,goods-producing,24089,24089000
1989-06-01,goods-producing,24052,24052000
1989-07-01,goods-producing,24027,24027000
1989-08-01,goods-producing,24048,24048000
1989-09-01,goods-producing,24000,24000000
1989-10-01,goods-producing,23997,23997000
1989-11-01,goods-producing,24009,24009000
1989-12-01,goods-producing,23949,23949000
1990-01-01,goods-producing,23982,23982000
1990-02-01,goods-producing,24071,24071000
1990-03-01,goods-producing,24023,24023000
1990-04-01,goods-producing,23966,23966000
1990-05-01,goods-producing,23888,23888000
1990-06-01,goods-producing,23849,23849000
1990-07-01,goods-producing,23746,23746000
1990-08-01,goods-producing,23648,23648000
1990-09-01,goods-producing,23571,23571000
1990-10-01,goods-producing,23473,23473000
1990-11-01,goods-producing,23283,23283000
1990-12-01,goods-producing,23203,23203000
1991-01-01,goods-producing,23061,23061000
1991-02-01,goods-producing,22900,22900000
1991-03-01,goods-producing,22779,22779000
1991-04-01,goods-producing,22687,22687000
1991-05-01,goods-producing,22618,22618000
1991-06-01,goods-producing,22571,22571000
1991-07-01,goods-producing,22507,22507000
1991-08-01,goods-producing,22493,22493000
1991-09-01,goods-producing,22466,22466000
1991-10-01,goods-producing,22418,22418000
1991-11-01,goods-producing,22316,22316000
1991-12-01,goods-producing,22274,22274000
1992-01-01,goods-producing,22213,22213000
1992-02-01,goods-producing,22142,22142000
1992-03-01,goods-producing,22127,22127000
1992-04-01,goods-producing,22132,22132000
1992-05-01,goods-producing,22135,22135000
1992-06-01,goods-producing,22097,22097000
1992-07-01,goods-producing,22074,22074000
1992-08-01,goods-producing,22045,22045000
1992-09-01,goods-producing,22020,22020000
1992-10-01,goods-producing,22029,22029000
1992-11-01,goods-producing,22042,22042000
1992-12-01,goods-producing,22076,22076000
1993-01-01,goods-producing,22133,22133000
1993-02-01,goods-producing,22188,22188000
1993-03-01,goods-producing,22142,22142000
1993-04-01,goods-producing,22131,22131000
1993-05-01,goods-producing,22189,22189000
1993-06-01,goods-producing,22165,22165000
1993-07-01,goods-producing,22183,22183000
1993-08-01,goods-producing,22203,22203000
1993-09-01,goods-producing,22252,22252000
1993-10-01,goods-producing,22306,22306000
1993-11-01,goods-producing,22347,22347000
1993-12-01,goods-producing,22413,22413000
1994-01-01,goods-producing,22465,22465000
1994-02-01,goods-producing,22451,22451000
1994-03-01,goods-producing,22550,22550000
1994-04-01,goods-producing,22641,22641000
1994-05-01,goods-producing,22704,22704000
1994-06-01,goods-producing,22764,22764000
1994-07-01,goods-producing,22807,22807000
1994-08-01,goods-producing,22876,22876000
1994-09-01,goods-producing,22948,22948000
1994-10-01,goods-producing,22974,22974000
1994-11-01,goods-producing,23050,23050000
1994-12-01,goods-producing,23095,23095000
1995-01-01,goods-producing,23147,23147000
1995-02-01,goods-producing,23103,23103000
1995-03-01,goods-producing,23151,23151000
1995-04-01,goods-producing,23174,23174000
1995-05-01,goods-producing,23120,23120000
1995-06-01,goods-producing,23137,23137000
1995-07-01,goods-producing,23119,23119000
1995-08-01,goods-producing,23164,23164000
1995-09-01,goods-producing,23208,23208000
1995-10-01,goods-producing,23206,23206000
1995-11-01,goods-producing,23200,23200000
1995-12-01,goods-producing,23209,23209000
1996-01-01,goods-producing,23196,23196000
1996-02-01,goods-producing,23280,23280000
1996-03-01,goods-producing,23276,23276000
1996-04-01,goods-producing,23316,23316000
1996-05-01,goods-producing,23358,23358000
1996-06-01,goods-producing,23399,23399000
1996-07-01,goods-producing,23418,23418000
1996-08-01,goods-producing,23479,23479000
1996-09-01,goods-producing,23497,23497000
1996-10-01,goods-producing,23546,23546000
1996-11-01,goods-producing,23584,23584000
1996-12-01,goods-producing,23598,23598000
1997-01-01,goods-producing,23618,23618000
1997-02-01,goods-producing,23686,23686000
1997-03-01,goods-producing,23739,23739000
1997-04-01,goods-producing,23765,23765000
1997-05-01,goods-producing,23809,23809000
1997-06-01,goods-producing,23834,23834000
1997-07-01,goods-producing,23862,23862000
1997-08-01,goods-producing,23952,23952000
1997-09-01,goods-producing,23996,23996000
1997-10-01,goods-producing,24053,24053000
1997-11-01,goods-producing,24112,24112000
1997-12-01,goods-producing,24184,24184000
1998-01-01,goods-producing,24262,24262000
1998-02-01,goods-producing,24283,24283000
1998-03-01,goods-producing,24264,24264000
1998-04-01,goods-producing,24340,24340000
1998-05-01,goods-producing,24361,24361000
1998-06-01,goods-producing,24387,24387000
1998-07-01,goods-producing,24238,24238000
1998-08-01,goods-producing,24420,24420000
1998-09-01,goods-producing,24419,24419000
1998-10-01,goods-producing,24406,24406000
1998-11-01,goods-producing,24394,24394000
1998-12-01,goods-producing,24454,24454000
1999-01-01,goods-producing,24401,24401000
1999-02-01,goods-producing,24434,24434000
1999-03-01,goods-producing,24378,24378000
1999-04-01,goods-producing,24425,24425000
1999-05-01,goods-producing,24445,24445000
1999-06-01,goods-producing,24434,24434000
1999-07-01,goods-producing,24474,24474000
1999-08-01,goods-producing,24467,24467000
1999-09-01,goods-producing,24485,24485000
1999-10-01,goods-producing,24505,24505000
1999-11-01,goods-producing,24561,24561000
1999-12-01,goods-producing,24582,24582000
2000-01-01,goods-producing,24628,24628000
2000-02-01,goods-producing,24609,24609000
2000-03-01,goods-producing,24705,24705000
2000-04-01,goods-producing,24688,24688000
2000-05-01,goods-producing,24647,24647000
2000-06-01,goods-producing,24672,24672000
2000-07-01,goods-producing,24717,24717000
2000-08-01,goods-producing,24683,24683000
2000-09-01,goods-producing,24642,24642000
2000-10-01,goods-producing,24638,24638000
2000-11-01,goods-producing,24623,24623000
2000-12-01,goods-producing,24575,24575000
2001-01-01,goods-producing,24533,24533000
2001-02-01,goods-producing,24474,24474000
2001-03-01,goods-producing,24409,24409000
2001-04-01,goods-producing,24254,24254000
2001-05-01,goods-producing,24119,24119000
2001-06-01,goods-producing,23965,23965000
2001-07-01,goods-producing,23837,23837000
2001-08-01,goods-producing,23667,23667000
2001-09-01,goods-producing,23537,23537000
2001-10-01,goods-producing,23378,23378000
2001-11-01,goods-producing,23209,23209000
2001-12-01,goods-producing,23094,23094000
2002-01-01,goods-producing,22961,22961000
2002-02-01,goods-producing,22876,22876000
2002-03-01,goods-producing,22786,22786000
2002-04-01,goods-producing,22689,22689000
2002-05-01,goods-producing,22604,22604000
2002-06-01,goods-producing,22578,22578000
2002-07-01,goods-producing,22521,22521000
2002-08-01,goods-producing,22449,22449000
2002-09-01,goods-producing,22397,22397000
2002-10-01,goods-producing,22325,22325000
2002-11-01,goods-producing,22282,22282000
2002-12-01,goods-producing,22189,22189000
2003-01-01,goods-producing,22146,22146000
2003-02-01,goods-producing,22023,22023000
2003-03-01,goods-producing,21945,21945000
2003-04-01,goods-producing,21864,21864000
2003-05-01,goods-producing,21832,21832000
2003-06-01,goods-producing,21788,21788000
2003-07-01,goods-producing,21708,21708000
2003-08-01,goods-producing,21706,21706000
2003-09-01,goods-producing,21700,21700000
2003-10-01,goods-producing,21691,21691000
2003-11-01,goods-producing,21688,21688000
2003-12-01,goods-producing,21703,21703000
2004-01-01,goods-producing,21715,21715000
2004-02-01,goods-producing,21693,21693000
2004-03-01,goods-producing,21758,21758000
2004-04-01,goods-producing,21802,21802000
2004-05-01,goods-producing,21881,21881000
2004-06-01,goods-producing,21885,21885000
2004-07-01,goods-producing,21900,21900000
2004-08-01,goods-producing,21944,21944000
2004-09-01,goods-producing,21957,21957000
2004-10-01,goods-producing,22004,22004000
2004-11-01,goods-producing,21997,21997000
2004-12-01,goods-producing,22005,22005000
2005-01-01,goods-producing,21958,21958000
2005-02-01,goods-producing,22036,22036000
2005-03-01,goods-producing,22066,22066000
2005-04-01,goods-producing,22136,22136000
2005-05-01,goods-producing,22172,22172000
2005-06-01,goods-producing,22185,22185000
2005-07-01,goods-producing,22205,22205000
2005-08-01,goods-producing,22228,22228000
2005-09-01,goods-producing,22226,22226000
2005-10-01,goods-producing,22292,22292000
2005-11-01,goods-producing,22357,22357000
2005-12-01,goods-producing,22376,22376000
2006-01-01,goods-producing,22467,22467000
2006-02-01,goods-producing,22535,22535000
2006-03-01,goods-producing,22572,22572000
2006-04-01,goods-producing,22631,22631000
2006-05-01,goods-producing,22597,22597000
2006-06-01,goods-producing,22598,22598000
2006-07-01,goods-producing,22590,22590000
2006-08-01,goods-producing,22572,22572000
2006-09-01,goods-producing,22537,22537000
2006-10-01,goods-producing,22456,22456000
2006-11-01,goods-producing,22408,22408000
2006-12-01,goods-producing,22405,22405000
2007-01-01,goods-producing,22439,22439000
2007-02-01,goods-producing,22334,22334000
2007-03-01,goods-producing,22391,22391000
2007-04-01,goods-producing,22350,22350000
2007-05-01,goods-producing,22323,22323000
2007-06-01,goods-producing,22323,22323000
2007-07-01,goods-producing,22277,22277000
2007-08-01,goods-producing,22165,22165000
2007-09-01,goods-producing,22093,22093000
2007-10-01,goods-producing,22056,22056000
2007-11-01,goods-producing,22015,22015000
2007-12-01,goods-producing,21976,21976000
2008-01-01,goods-producing,21947,21947000
2008-02-01,goods-producing,21897,21897000
2008-03-01,goods-producing,21820,21820000
2008-04-01,goods-producing,21681,21681000
2008-05-01,goods-producing,21599,21599000
2008-06-01,goods-producing,21483,21483000
2008-07-01,goods-producing,21360,21360000
2008-08-01,goods-producing,21250,21250000
2008-09-01,goods-producing,21101,21101000
2008-10-01,goods-producing,20895,20895000
2008-11-01,goods-producing,20623,20623000
2008-12-01,goods-producing,20322,20322000
2009-01-01,goods-producing,19889,19889000
2009-02-01,goods-producing,19575,19575000
2009-03-01,goods-producing,19227,19227000
2009-04-01,goods-producing,18894,18894000
2009-05-01,goods-producing,18655,18655000
2009-06-01,goods-producing,18422,18422000
2009-07-01,goods-producing,18278,18278000
2009-08-01,goods-producing,18151,18151000
2009-09-01,goods-producing,18043,18043000
2009-10-01,goods-producing,17915,17915000
2009-11-01,goods-producing,17869,17869000
2009-12-01,goods-producing,17792,17792000
2010-01-01,goods-producing,17707,17707000
2010-02-01,goods-producing,17627,17627000
2010-03-01,goods-producing,17672,17672000
2010-04-01,goods-producing,17729,17729000
2010-05-01,goods-producing,17742,17742000
2010-06-01,goods-producing,17763,17763000
2010-07-01,goods-producing,17777,17777000
2010-08-01,goods-producing,17793,17793000
2010-09-01,goods-producing,17787,17787000
2010-10-01,goods-producing,17801,17801000
2010-11-01,goods-producing,17827,17827000
2010-12-01,goods-producing,17796,17796000
2011-01-01,goods-producing,17784,17784000
2011-02-01,goods-producing,17844,17844000
2011-03-01,goods-producing,17906,17906000
2011-04-01,goods-producing,17957,17957000
2011-05-01,goods-producing,18007,18007000
2011-06-01,goods-producing,18045,18045000
2011-07-01,goods-producing,18094,18094000
2011-08-01,goods-producing,18120,18120000
2011-09-01,goods-producing,18167,18167000
2011-10-01,goods-producing,18188,18188000
2011-11-01,goods-producing,18187,18187000
2011-12-01,goods-producing,18244,18244000
2012-01-01,goods-producing,18304,18304000
2012-02-01,goods-producing,18334,18334000
2012-03-01,goods-producing,18372,18372000
2012-04-01,goods-producing,18384,18384000
2012-05-01,goods-producing,18386,18386000
2012-06-01,goods-producing,18411,18411000
2012-07-01,goods-producing,18447,18447000
2012-08-01,goods-producing,18459,18459000
2012-09-01,goods-producing,18461,18461000
2012-10-01,goods-producing,18472,18472000
2012-11-01,goods-producing,18477,18477000
2012-12-01,goods-producing,18532,18532000
2013-01-01,goods-producing,18580,18580000
2013-02-01,goods-producing,18638,18638000
2013-03-01,goods-producing,18660,18660000
2013-04-01,goods-producing,18653,18653000
2013-05-01,goods-producing,18691,18691000
2013-06-01,goods-producing,18724,18724000
2013-07-01,goods-producing,18705,18705000
2013-08-01,goods-producing,18756,18756000
2013-09-01,goods-producing,18810,18810000
2013-10-01,goods-producing,18857,18857000
2013-11-01,goods-producing,18911,18911000
2013-12-01,goods-producing,18881,18881000
2014-01-01,goods-producing,18937,18937000
2014-02-01,goods-producing,18988,18988000
2014-03-01,goods-producing,19037,19037000
2014-04-01,goods-producing,19104,19104000
2014-05-01,goods-producing,19142,19142000
2014-06-01,goods-producing,19195,19195000
2014-07-01,goods-producing,19264,19264000
2014-08-01,goods-producing,19316,19316000
2014-09-01,goods-producing,19371,19371000
2014-10-01,goods-producing,19419,19419000
2014-11-01,goods-producing,19456,19456000
2014-12-01,goods-producing,19481,19481000
2015-01-01,goods-producing,19500,19500000
2015-02-01,goods-producing,19537,19537000
2015-03-01,goods-producing,19505,19505000
2015-04-01,goods-producing,19553,19553000
2015-05-01,goods-producing,19580,19580000
2015-06-01,goods-producing,19591,19591000
2015-07-01,goods-producing,19626,19626000
2015-08-01,goods-producing,19629,19629000
2015-09-01,goods-producing,19641,19641000
2015-10-01,goods-producing,19680,19680000
2015-11-01,goods-producing,19711,19711000
2015-12-01,goods-producing,19738,19738000
2016-01-01,goods-producing,19746,19746000
2016-02-01,goods-producing,19716,19716000
2016-03-01,goods-producing,19711,19711000
2016-04-01,goods-producing,19732,19732000
2016-05-01,goods-producing,19687,19687000
2016-06-01,goods-producing,19707,19707000
2016-07-01,goods-producing,19758,19758000
2016-08-01,goods-producing,19731,19731000
2016-09-01,goods-producing,19760,19760000
2016-10-01,goods-producing,19788,19788000
2016-11-01,goods-producing,19812,19812000
2016-12-01,goods-producing,19822,19822000
2017-01-01,goods-producing,19854,19854000
2017-02-01,goods-producing,19916,19916000
2017-03-01,goods-producing,19954,19954000
2017-04-01,goods-producing,19986,19986000
2017-05-01,goods-producing,20015,20015000
2017-06-01,goods-producing,20062,20062000
2017-07-01,goods-producing,20072,20072000
2017-08-01,goods-producing,20154,20154000
2017-09-01,goods-producing,20177,20177000
2017-10-01,goods-producing,20209,20209000
2017-11-01,goods-producing,20266,20266000
2017-12-01,goods-producing,20316,20316000
2018-01-01,goods-producing,20356,20356000
2018-02-01,goods-producing,20473,20473000
2018-03-01,goods-producing,20515,20515000
2018-04-01,goods-producing,20576,20576000
2018-05-01,goods-producing,20658,20658000
2018-06-01,goods-producing,20716,20716000
2018-07-01,goods-producing,20762,20762000
2018-08-01,goods-producing,20809,20809000
2018-09-01,goods-producing,20850,20850000
2018-10-01,goods-producing,20886,20886000
2018-11-01,goods-producing,20890,20890000
2018-12-01,goods-producing,20930,20930000
2019-01-01,goods-producing,20999,20999000
2019-02-01,goods-producing,20962,20962000
2019-03-01,goods-producing,20983,20983000
2019-04-01,goods-producing,21032,21032000
2019-05-01,goods-producing,21043,21043000
2019-06-01,goods-producing,21074,21074000
2019-07-01,goods-producing,21084,21084000
2019-08-01,goods-producing,21077,21077000
2019-09-01,goods-producing,21080,21080000
2019-10-01,goods-producing,21028,21028000
2019-11-01,goods-producing,21055,21055000
2019-12-01,goods-producing,21017,21017000
2020-01-01,goods-producing,21045,21045000
2020-02-01,goods-producing,21095,21095000
2020-03-01,goods-producing,20939,20939000
2020-04-01,goods-producing,18554,18554000
2020-05-01,goods-producing,19258,19258000
2020-06-01,goods-producing,19737,19737000
2020-07-01,goods-producing,19793,19793000
2020-08-01,goods-producing,19835,19835000
2020-09-01,goods-producing,19899,19899000
2020-10-01,goods-producing,19973,19973000
2020-11-01,goods-producing,20024,20024000
2020-12-01,goods-producing,20101,20101000
2021-01-01,goods-producing,20090,20090000
2021-02-01,goods-producing,20072,20072000
2021-03-01,goods-producing,20227,20227000
2021-04-01,goods-producing,20187,20187000
2021-05-01,goods-producing,20209,20209000
2021-06-01,goods-producing,20232,20232000
2021-07-01,goods-producing,20314,20314000
2021-08-01,goods-producing,20362,20362000
2021-09-01,goods-producing,20416,20416000
2021-10-01,goods-producing,20499,20499000
2021-11-01,goods-producing,20598,20598000
2021-12-01,goods-producing,20691,20691000
2022-01-01,goods-producing,20723,20723000
2022-02-01,goods-producing,20837,20837000
2022-03-01,goods-producing,20922,20922000
2022-04-01,goods-producing,20986,20986000
2022-05-01,goods-producing,21047,21047000
2022-06-01,goods-producing,21090,21090000
2022-07-01,goods-producing,21153,21153000
2022-08-01,goods-producing,21188,21188000
2022-09-01,goods-producing,21232,21232000
