date,series,value,category,year,change_from_2019_avg,series_clean
2021-03-01,arts_entertainment,13302,industry,2021,39.28431193,Arts & Entertainment
2021-04-01,arts_entertainment,14658,industry,2021,53.48289312,Arts & Entertainment
2021-05-01,arts_entertainment,14709,industry,2021,54.01691055,Arts & Entertainment
2021-06-01,arts_entertainment,13058,industry,2021,36.72940499,Arts & Entertainment
2021-07-01,arts_entertainment,13036,industry,2021,36.49904453,Arts & Entertainment
2021-08-01,arts_entertainment,11446,industry,2021,19.8502657,Arts & Entertainment
2021-09-01,arts_entertainment,11800,industry,2021,23.55697495,Arts & Entertainment
2021-10-01,arts_entertainment,11861,industry,2021,24.19570168,Arts & Entertainment
2021-11-01,arts_entertainment,12081,industry,2021,26.4993063,Arts & Entertainment
2021-12-01,arts_entertainment,11732,industry,2021,22.8449517,Arts & Entertainment
2022-01-01,arts_entertainment,11812,industry,2022,23.68262611,Arts & Entertainment
2022-02-01,arts_entertainment,10863,industry,2022,13.74571346,Arts & Entertainment
2022-03-01,arts_entertainment,11893,industry,2022,24.53077145,Arts & Entertainment
2022-04-01,arts_entertainment,11579,industry,2022,21.2428994,Arts & Entertainment
2022-05-01,arts_entertainment,12122,industry,2022,26.92861443,Arts & Entertainment
2022-06-01,arts_entertainment,12223,industry,2022,27.98617837,Arts & Entertainment
2022-07-01,arts_entertainment,12616,industry,2022,32.10125389,Arts & Entertainment
2022-08-01,arts_entertainment,12536,industry,2022,31.26357949,Arts & Entertainment
2022-09-01,arts_entertainment,12736,industry,2022,33.3577655,Arts & Entertainment
2022-10-01,arts_entertainment,13722,industry,2022,43.68210256,Arts & Entertainment
2020-01-01,accom_food_services,15423,industry,2020,0.5132215651,Accommodation & Food Services
2020-02-01,accom_food_services,16220,industry,2020,5.707349659,Accommodation & Food Services
2020-03-01,accom_food_services,12418,industry,2020,-19.07066165,Accommodation & Food Services
2020-04-01,accom_food_services,9330,industry,2020,-39.1954641,Accommodation & Food Services
2020-05-01,accom_food_services,12155,industry,2020,-20.78465875,Accommodation & Food Services
2020-06-01,accom_food_services,18758,industry,2020,22.24774753,Accommodation & Food Services
2020-07-01,accom_food_services,30850,industry,2020,101.0525115,Accommodation & Food Services
2020-08-01,accom_food_services,25435,industry,2020,65.76241915,Accommodation & Food Services
2020-09-01,accom_food_services,21793,industry,2020,42.02714372,Accommodation & Food Services
2020-10-01,accom_food_services,20808,industry,2020,35.60780097,Accommodation & Food Services
2020-11-01,accom_food_services,19748,industry,2020,28.69967577,Accommodation & Food Services
2020-12-01,accom_food_services,17317,industry,2020,12.85660752,Accommodation & Food Services
2021-01-01,accom_food_services,27466,industry,2021,78.9986477,Accommodation & Food Services
2021-02-01,accom_food_services,23061,industry,2021,50.29082555,Accommodation & Food Services
2021-03-01,accom_food_services,25300,industry,2021,64.88261075,Accommodation & Food Services
2021-04-01,accom_food_services,30364,industry,2021,97.8852013,Accommodation & Food Services
2021-05-01,accom_food_services,30958,industry,2021,101.7563582,Accommodation & Food Services
2021-06-01,accom_food_services,25485,industry,2021,66.08827411,Accommodation & Food Services
2021-07-01,accom_food_services,25029,industry,2021,63.11647686,Accommodation & Food Services
2021-08-01,accom_food_services,23484,industry,2021,53.04755853,Accommodation & Food Services
2021-09-01,accom_food_services,23013,industry,2021,49.97800479,Accommodation & Food Services
2021-10-01,accom_food_services,22970,industry,2021,49.69776952,Accommodation & Food Services
2021-11-01,accom_food_services,23328,industry,2021,52.03089105,Accommodation & Food Services
2021-12-01,accom_food_services,21937,industry,2021,42.96560601,Accommodation & Food Services
2022-01-01,accom_food_services,23132,industry,2022,50.7535396,Accommodation & Food Services
2022-02-01,accom_food_services,21255,industry,2022,38.52094433,Accommodation & Food Services
2022-03-01,accom_food_services,21375,industry,2022,39.30299624,Accommodation & Food Services
2022-04-01,accom_food_services,24930,industry,2022,62.47128403,Accommodation & Food Services
2022-05-01,accom_food_services,22847,industry,2022,48.89616632,Accommodation & Food Services
2022-06-01,accom_food_services,22986,industry,2022,49.80204311,Accommodation & Food Services
2022-07-01,accom_food_services,23953,industry,2022,56.10407807,Accommodation & Food Services
2022-08-01,accom_food_services,23366,industry,2022,52.27854082,Accommodation & Food Services
2022-09-01,accom_food_services,23302,industry,2022,51.86144647,Accommodation & Food Services
2022-10-01,accom_food_services,24039,industry,2022,56.66454861,Accommodation & Food Services
2020-01-01,other_services,28117,industry,2020,1.623731601,Other
2020-02-01,other_services,29096,industry,2020,5.162147265,Other
2020-03-01,other_services,23983,industry,2020,-13.31785201,Other
2020-04-01,other_services,21387,industry,2020,-22.70061714,Other
2020-05-01,other_services,28123,industry,2020,1.645417499,Other
2020-06-01,other_services,40406,industry,2020,46.0400647,Other
2020-07-01,other_services,62571,industry,2020,126.1513856,Other
2020-08-01,other_services,49342,industry,2020,78.33759521,Other
2020-09-01,other_services,41648,industry,2020,50.52904555,Other
2020-10-01,other_services,38037,industry,2020,37.47774937,Other
2020-11-01,other_services,35222,industry,2020,27.30344896,Other
2020-12-01,other_services,31560,industry,2020,14.06782265,Other
2021-01-01,other_services,45284,industry,2021,63.67069964,Other
2021-02-01,other_services,40678,industry,2021,47.02315873,Other
2021-03-01,other_services,43354,industry,2021,56.69506917,Other
2021-04-01,other_services,49295,industry,2021,78.16772235,Other
2021-05-01,other_services,49841,industry,2021,80.14113905,Other
2021-06-01,other_services,44920,industry,2021,62.35508851,Other
2021-07-01,other_services,43739,industry,2021,58.08658095,Other
2021-08-01,other_services,41364,industry,2021,49.50257972,Other
2021-09-01,other_services,41631,industry,2021,50.46760217,Other
2021-10-01,other_services,40329,industry,2021,45.76176234,Other
2021-11-01,other_services,39727,industry,2021,43.58594392,Other
2021-12-01,other_services,40000,industry,2021,44.57265228,Other
2022-01-01,other_services,39203,industry,2022,41.69204218,Other
2022-02-01,other_services,38795,industry,2022,40.21740113,Other
2022-03-01,other_services,38958,industry,2022,40.80653468,Other
2022-04-01,other_services,42847,industry,2022,54.8626108,Other
2022-05-01,other_services,38917,industry,2022,40.65834772,Other
2022-06-01,other_services,37911,industry,2022,37.02234551,Other
2022-07-01,other_services,38474,industry,2022,39.05720559,Other
2022-08-01,other_services,38890,industry,2022,40.56076118,Other
2022-09-01,other_services,37670,industry,2022,36.15129528,Other
2022-10-01,other_services,37864,industry,2022,36.85247264,Other
2020-01-01,us_total,279273,industry,2020,-4.743339831,U.S. Total
2020-02-01,us_total,300490,industry,2020,2.493523592,U.S. Total
2020-03-01,us_total,260899,industry,2020,-11.01049016,U.S. Total
2020-04-01,us_total,233008,industry,2020,-20.52377468,U.S. Total
2020-05-01,us_total,297093,industry,2020,1.334847764,U.S. Total
2020-06-01,us_total,380603,industry,2020,29.819104,U.S. Total
2020-07-01,us_total,552214,industry,2020,88.35355132,U.S. Total
2020-08-01,us_total,486402,industry,2020,65.90586995,U.S. Total
2020-09-01,us_total,437285,industry,2020,49.15265221,U.S. Total
2020-10-01,us_total,412450,industry,2020,40.68173252,U.S. Total
2020-11-01,us_total,395669,industry,2020,34.95793533,U.S. Total
2020-12-01,us_total,347372,industry,2020,18.48440972,U.S. Total
2021-01-01,us_total,481995,industry,2021,64.40269528,U.S. Total
2021-02-01,us_total,427441,industry,2021,45.79498225,U.S. Total
2021-03-01,us_total,453684,industry,2021,54.74615381,U.S. Total
2021-04-01,us_total,490008,industry,2021,67.13583317,U.S. Total
2021-05-01,us_total,500485,industry,2021,70.70941181,U.S. Total
2021-06-01,us_total,451903,industry,2021,54.13867614,U.S. Total
2021-07-01,us_total,447318,industry,2021,52.5747878,U.S. Total
2021-08-01,us_total,430758,industry,2021,46.92637105,U.S. Total
2021-09-01,us_total,433037,industry,2021,47.70371053,U.S. Total
2021-10-01,us_total,430737,industry,2021,46.9192082,U.S. Total
2021-11-01,us_total,431874,industry,2021,47.30702522,U.S. Total
2021-12-01,us_total,420388,industry,2021,43.38928881,U.S. Total
2022-01-01,us_total,430729,industry,2022,46.91647949,U.S. Total
2022-02-01,us_total,418169,industry,2022,42.63241461,U.S. Total
2022-03-01,us_total,418542,industry,2022,42.75964043,U.S. Total
2022-04-01,us_total,424911,industry,2022,44.9320297,U.S. Total
2022-05-01,us_total,422587,industry,2022,44.13934126,U.S. Total
2022-06-01,us_total,412881,industry,2022,40.82874144,U.S. Total
2022-07-01,us_total,427241,industry,2022,45.72676466,U.S. Total
2022-08-01,us_total,422582,industry,2022,44.13763582,U.S. Total
2022-09-01,us_total,427575,industry,2022,45.84068804,U.S. Total
2022-10-01,us_total,432834,industry,2022,47.63446967,U.S. Total
