date,series,value,category,year,change_from_2019_avg
2020-05-01,other_services,28123.0,industry,2020,1.6454174987124
2020-06-01,other_services,40406.0,industry,2020,46.040064696261894
2020-07-01,other_services,62571.0,industry,2020,126.15138563851416
2020-08-01,other_services,49342.0,industry,2020,78.3375952146452
2020-09-01,other_services,41648.0,industry,2020,50.529045549421255
2020-10-01,other_services,38037.0,industry,2020,37.477749365235695
2020-11-01,other_services,35222.0,industry,2020,27.303448961335853
2020-12-01,other_services,31560.0,industry,2020,14.06782264549882
2021-01-01,other_services,45284.0,industry,2021,63.67069964127911
2021-02-01,other_services,40678.0,industry,2021,47.02315873173641
2021-03-01,other_services,43354.0,industry,2021,56.69506916897832
2021-04-01,other_services,49295.0,industry,2021,78.1677223482213
2021-05-01,other_services,49841.0,industry,2021,80.14113905178412
2021-06-01,other_services,44920.0,industry,2021,62.35508850557056
2021-07-01,other_services,43739.0,industry,2021,58.08658094713158
2021-08-01,other_services,41364.0,industry,2021,49.502579718264045
2021-09-01,other_services,41631.0,industry,2021,50.467602172204096
2021-10-01,other_services,40329.0,industry,2021,45.76176234063124
2021-11-01,other_services,39727.0,industry,2021,43.585943923882496
2021-12-01,other_services,40000.0,industry,2021,44.572652275663906
2022-01-01,other_services,39203.0,industry,2022,41.6920421790713
2022-02-01,other_services,38795.0,industry,2022,40.21740112585953
2022-03-01,other_services,38958.0,industry,2022,40.80653468388286
2022-04-01,other_services,42847.0,industry,2022,54.86261080138428
2022-05-01,other_services,38917.0,industry,2022,40.6583477153003
2022-06-01,other_services,37911.0,industry,2022,37.022345510567355
2022-07-01,other_services,38474.0,industry,2022,39.057205591347326
2022-08-01,other_services,38890.0,industry,2022,40.56076117501423
2022-09-01,other_services,37670.0,industry,2022,36.15129528060648
2022-10-01,other_services,37864.0,industry,2022,36.852472644143454
2020-01-01,us_total,279273.0,industry,2020,-4.743339831059129
2020-02-01,us_total,300490.0,industry,2020,2.4935235922020467
2020-03-01,us_total,260899.0,industry,2020,-11.010490160464835
2020-04-01,us_total,233008.0,industry,2020,-20.523774684109906
2020-05-01,us_total,297093.0,industry,2020,1.334847763912552
2020-06-01,us_total,380603.0,industry,2020,29.819103996016093
2020-07-01,us_total,552214.0,industry,2020,88.35355132265387
2020-08-01,us_total,486402.0,industry,2020,65.90586995339032
2020-09-01,us_total,437285.0,industry,2020,49.15265221476945
2020-10-01,us_total,412450.0,industry,2020,40.68173252222614
2020-11-01,us_total,395669.0,industry,2020,34.95793532631033
2020-12-01,us_total,347372.0,industry,2020,18.48440972168927
2021-01-01,us_total,481995.0,industry,2021,64.40269527712545
2021-02-01,us_total,427441.0,industry,2021,45.79498225489845
2021-03-01,us_total,453684.0,industry,2021,54.74615380679754
2021-04-01,us_total,490008.0,industry,2021,67.13583316705295
2021-05-01,us_total,500485.0,industry,2021,70.70941181085307
2021-06-01,us_total,451903.0,industry,2021,54.13867613526867
2021-07-01,us_total,447318.0,industry,2021,52.57478780064773
2021-08-01,us_total,430758.0,industry,2021,46.926371045724544
2021-09-01,us_total,433037.0,industry,2021,47.70371052546307
2021-10-01,us_total,430737.0,industry,2021,46.91920819839041
2021-11-01,us_total,431874.0,industry,2021,47.307025218338936
2021-12-01,us_total,420388.0,industry,2021,43.38928881453171
2022-01-01,us_total,430729.0,industry,2022,46.916479494644065
2022-02-01,us_total,418169.0,industry,2022,42.63241461289074
2022-03-01,us_total,418542.0,industry,2022,42.75964042506383
2022-04-01,us_total,424911.0,industry,2022,44.93202969511852
2022-05-01,us_total,422587.0,industry,2022,44.13934125680684
2022-06-01,us_total,412881.0,industry,2022,40.82874143656019
2022-07-01,us_total,427241.0,industry,2022,45.726764661239955
2022-08-01,us_total,422582.0,industry,2022,44.13763581696538
2022-09-01,us_total,427575.0,industry,2022,45.84068804264964
2022-10-01,us_total,432834.0,industry,2022,47.6344696678997
